Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob

     4091.27          219833.87             3016.59              120.58             1074.68                0.20



Scenario           Profit              Sales               Leftover_inv        demand
s540           327301.63                    4091.27                0.00             7522.15
s541           160061.22                    2418.87             1672.40             2418.87
s542           180892.58                    2627.18             1464.09             2627.18
s543           126532.01                    2083.57             2007.70             2083.57
s544           204950.61                    2867.76             1223.51             2867.76
s545           327301.63                    4091.27                0.00             5482.97
s546           327301.63                    4091.27                0.00             5798.91
s547           267259.42                    3490.85              600.42             3490.85
s548           169945.28                    2517.71             1573.56             2517.71
s549           168086.67                    2499.12             1592.15             2499.12
s550           236627.43                    3184.53              906.74             3184.53
s551           209060.68                    2908.86             1182.41             2908.86
s552           327301.63                    4091.27                0.00             4173.97
s553           267438.18                    3492.64              598.63             3492.64
s554           269507.70                    3513.33              577.94             3513.33
s555           153049.65                    2348.75             1742.52             2348.75
s556           233604.56                    3154.30              936.97             3154.30
s557           209791.23                    2916.17             1175.10             2916.17
s558           327301.63                    4091.27                0.00             4101.17
s559           175221.72                    2570.47             1520.80             2570.47
s560           259313.13                    3411.39              679.89             3411.39
s561            99992.62                    1818.18             2273.09             1818.18
s562           192783.78                    2746.09             1345.18             2746.09
s563           308347.48                    3901.73              189.54             3901.73
s564           327301.63                    4091.27                0.00             5689.53
s565            97746.28                    1795.72             2295.55             1795.72
s566           308685.73                    3905.11              186.16             3905.11
s567           239081.79                    3209.07              882.20             3209.07
s568           244419.46                    3262.45              828.82             3262.45
s569           292596.37                    3744.22              347.05             3744.22
s570           185113.16                    2669.39             1421.88             2669.39
s571           227478.03                    3093.03              998.24             3093.03
s572           256493.55                    3383.19              708.08             3383.19
