CVaR               VaR

       50.84              50.84



Scenario           Finish_time         Tail
s791               e                          21.71
s791               f                          39.58
s791               g                          12.92
s791               h                          18.33
s791               i                          20.30
s791               j                          50.84
s792               a                           6.02
s792               b                          13.38
s792               c                          11.47
s792               d                          19.18
s792               e                          22.65
s792               f                          37.77
s792               g                          13.70
s792               h                          16.12
s792               i                          20.85
s792               j                          50.84
s793               a                           4.72
s793               b                          12.40
s793               c                          13.29
s793               d                          18.24
s793               e                          24.89
s793               f                          40.87
s793               g                          15.17
s793               h                          20.08
s793               i                          22.06
s793               j                          50.84
s794               a                           4.30
s794               b                           9.69
s794               c                          14.35
s794               d                          20.10
s794               e                          25.93
s794               f                          39.29
s794               g                          16.54
s794               h                          20.75
s794               i                          23.05
s794               j                          50.84
s795               a                           4.23
s795               b                          10.66
s795               c                          12.38
s795               d                          17.17
s795               e                          24.08
s795               f                          38.46
s795               g                          16.04
s795               h                          21.43
s795               i                          23.99
s795               j                          50.84
s796               a                           4.14
s796               b                          12.21
s796               c                          12.44
s796               d                          17.96
s796               e                          22.36
s796               f                          36.69
s796               g                          15.57
s796               h                          20.17
s796               i                          22.21
s796               j                          50.84
s797               a                           3.12
s797               b                          10.14
s797               c                          12.72
s797               d                          17.20
s797               e                          22.02
s797               f                          39.79
s797               g                          15.69
s797               h                          20.04
s797               i                          22.32
s797               j                          50.84
s798               a                           5.40
s798               b                          13.14
s798               c                          11.82
s798               d                          18.74
s798               e                          25.10
s798               f                          38.80
s798               g                          14.40
s798               h                          18.90
s798               i                          20.81
s798               j                          50.84
s799               a                           4.20
s799               b                          13.57
s799               c                          13.09
s799               d                          19.37
s799               e                          25.95
s799               f                          41.54
s799               g                          16.44
s799               h                          19.70
s799               i                          22.17
s799               j                          50.84
s800               a                           4.33
s800               b                          12.16
s800               c                          10.78
s800               d                          18.34
s800               e                          20.34
s800               f                          34.30
s800               g                          13.02
s800               h                          18.93
s800               i                          20.98
s800               j                          50.84
s801               a                           5.07
s801               b                          12.56
s801               c                          12.25
s801               d                          18.76
s801               e                          23.19
s801               f                          38.32
s801               g                          16.03
s801               h                          20.49
s801               i                          22.41
s801               j                          50.84
s802               a                           5.38
s802               b                          11.80
s802               c                          13.90
s802               d                          20.16
s802               e                          27.44
s802               f                          40.81
s802               g                          16.22
s802               h                          20.46
s802               i                          22.39
s802               j                          50.84
s803               a                           5.71
s803               b                          12.26
s803               c                          12.56
s803               d                          17.19
s803               e                          24.79
s803               f                          39.29
s803               g                          15.22
s803               h                          20.29
s803               i                          22.41
s803               j                          50.84
s804               a                           3.28
s804               b                          10.06
s804               c                          12.61
s804               d                          19.42
s804               e                          23.56
s804               f                          36.41
s804               g                          14.76
s804               h                          18.52
s804               i                          21.32
s804               j                          50.84
s805               a                           5.93
s805               b                          13.77
s805               c                          11.97
s805               d                          18.75
s805               e                          26.62
s805               f                          42.26
s805               g                          15.06
s805               h                          19.80
s805               i                          22.01
s805               j                          50.84
s806               a                           5.06
s806               b                          12.32
s806               c                          13.73
s806               d                          18.95
s806               e                          25.90
s806               f                          42.79
s806               g                          17.34
s806               h                          20.96
s806               i                          23.23
s806               j                          50.84
s807               a                           5.62
s807               b                          12.64
s807               c                          11.80
s807               d                          17.14
s807               e                          24.50
s807               f                          40.52
s807               g                          13.74
s807               h                          17.67
s807               i                          19.43
s807               j                          50.84
s808               a                           4.58
s808               b                          13.02
s808               c                          11.13
s808               d                          18.27
s808               e                          27.74
s808               f                          46.55
s808               g                          13.00
s808               h                          15.38
s808               i                          20.44
s808               j                          50.84
s809               a                           4.56
s809               b                          10.56
s809               c                          12.66
s809               d                          17.10
s809               e                          24.02
s809               f                          38.40
s809               g                          14.95
s809               h                          20.36
s809               i                          22.37
s809               j                          50.84
s810               a                           4.91
s810               b                          10.53
s810               c                          14.34
s810               d                          19.05
s810               e                          28.53
s810               f                          43.59
s810               g                          17.00
s810               h                          22.33
s810               i                          24.06
s810               j                          50.84
s811               a                           6.29
s811               b                          14.92
s811               c                          14.51
s811               d                          19.07
s811               e                          28.77
s811               f                          43.85
s811               g                          19.19
s811               h                          23.88
s811               i                          26.25
s811               j                          50.84
s812               a                           3.64
s812               b                          11.43
s812               c                          12.99
s812               d                          17.98
s812               e                          26.04
s812               f                          40.05
s812               g                          16.04
s812               h                          21.13
s812               i                          23.40
s812               j                          50.84
s813               a                           4.51
s813               b                          11.70
s813               c                          13.21
s813               d                          18.36
s813               e                          26.21
s813               f                          42.59
s813               g                          17.01
s813               h                          22.66
s813               i                          24.30
s813               j                          50.84
s814               a                           3.38
s814               b                          12.60
s814               c                          11.51
s814               d                          17.27
s814               e                          23.66
s814               f                          39.80
s814               g                          13.73
s814               h                          19.30
s814               i                          20.97
s814               j                          50.84
s815               a                           5.25
s815               b                          11.93
s815               c                          13.00
s815               d                          18.81
s815               e                          26.49
s815               f                          40.00
s815               g                          16.60
s815               h                          21.95
s815               i                          24.14
s815               j                          50.84
s816               a                           4.50
s816               b                          11.59
s816               c                          11.56
s816               d                          16.15
s816               e                          21.55
s816               f                          36.77
s816               g                          14.48
s816               h                          18.83
s816               i                          20.60
s816               j                          50.84
s817               a                           5.12
s817               b                          14.23
s817               c                          11.55
s817               d                          20.68
s817               e                          25.48
s817               f                          41.95
s817               g                          16.17
s817               h                          21.00
s817               i                          23.26
s817               j                          50.84
s818               a                           3.25
s818               b                          10.42
s818               c                          12.01
s818               d                          17.70
s818               e                          25.18
s818               f                          40.46
s818               g                          16.38
s818               h                          19.94
s818               i                          22.41
s818               j                          50.84
s819               a                           5.50
s819               b                          12.94
s819               c                          12.78
s819               d                          18.72
s819               e                          25.76
s819               f                          40.40
s819               g                          15.61
s819               h                          20.13
s819               i                          22.14
s819               j                          50.84
s820               a                           5.38
s820               b                          13.41
s820               c                          11.38
s820               d                          18.17
s820               e                          25.22
s820               f                          40.40
s820               g                          14.92
s820               h                          20.09
s820               i                          22.16
s820               j                          50.84
s821               a                           3.94
s821               b                          11.67
s821               c                          10.78
s821               d                          17.44
s821               e                          25.17
s821               f                          41.85
s821               g                          14.18
s821               h                          16.83
s821               i                          19.81
s821               j                          50.84
s822               a                           4.42
s822               b                          12.21
s822               c                          11.39
s822               d                          16.68
s822               e                          24.71
s822               f                          38.76
s822               g                          14.09
s822               h                          18.19
s822               i                          19.46
s822               j                          50.84
s823               a                           5.27
s823               b                          11.94
s823               c                          11.48
s823               d                          18.50
s823               e                          21.85
s823               f                          37.17
s823               g                          12.88
s823               h                          18.76
s823               i                          21.25
s823               j                          50.84
s824               a                           5.53
s824               b                          14.52
s824               c                          13.90
s824               d                          21.01
s824               e                          25.76
s824               f                          38.48
s824               g                          17.56
s824               h                          21.66
s824               i                          23.53
s824               j                          50.84
s825               a                           5.88
s825               b                          13.81
s825               c                          11.04
s825               d                          19.09
s825               e                          26.57
s825               f                          43.74
s825               g                          15.30
s825               h                          20.72
s825               i                          22.40
s825               j                          50.84
s826               a                           4.85
s826               b                          13.68
s826               c                          14.54
s826               d                          20.18
s826               e                          27.65
s826               f                          43.56
s826               g                          18.55
s826               h                          21.79
s826               i                          23.53
s826               j                          50.84
s827               a                           5.90
s827               b                          13.12
s827               c                          11.55
s827               d                          19.02
s827               e                          25.06
s827               f                          40.56
s827               g                          14.14
s827               h                          18.63
s827               i                          21.41
s827               j                          50.84
s828               a                           5.05
s828               b                          13.53
s828               c                          13.98
s828               d                          18.89
s828               e                          23.43
s828               f                          36.97
s828               g                          16.35
s828               h                          19.39
s828               i                          21.32
s828               j                          50.84
s829               a                           5.58
s829               b                          11.62
s829               c                          11.91
s829               d                          18.03
s829               e                          22.18
s829               f                          35.71
s829               g                          16.09
s829               h                          20.70
s829               i                          22.46
s829               j                          50.84
s830               a                           5.26
s830               b                          12.94
s830               c                          14.41
s830               d                          18.99
s830               e                          28.34
s830               f                          44.84
s830               g                          17.38
s830               h                          21.76
s830               i                          23.78
s830               j                          50.84
s831               a                           5.49
s831               b                          11.11
s831               c                          13.73
s831               d                          18.98
s831               e                          25.97
s831               f                          43.00
s831               g                          17.60
s831               h                          20.88
s831               i                          22.92
s831               j                          50.84
s832               a                           4.72
s832               b                          12.30
s832               c                          12.45
s832               d                          17.48
s832               e                          24.91
s832               f                          39.93
s832               g                          15.94
s832               h                          20.87
s832               i                          22.51
s832               j                          50.84
s833               a                           4.55
s833               b                          12.98
s833               c                          10.32
s833               d                          19.04
s833               e                          23.53
s833               f                          40.89
s833               g                          12.72
s833               h                          15.99
s833               i                          21.39
s833               j                          50.84
s834               a                           5.60
s834               b                          12.89
s834               c                          10.64
s834               d                          17.97
s834               e                          22.69
s834               f                          40.45
s834               g                          13.55
s834               h                          19.06
s834               i                          21.01
s834               j                          50.84
s835               a                           5.72
s835               b                          13.36
s835               c                          13.25
s835               d                          17.65
s835               e                          25.19
s835               f                          38.64
s835               g                          16.56
s835               h                          22.20
s835               i                          24.17
s835               j                          50.84
s836               a                           5.27
s836               b                          14.01
s836               c                          11.27
s836               d                          18.97
s836               e                          27.11
s836               f                          39.07
s836               g                          14.87
s836               h                          18.31
s836               i                          20.45
s836               j                          50.84
s837               a                           3.11
s837               b                          10.74
s837               c                          10.89
s837               d                          17.17
s837               e                          23.82
s837               f                          40.89
s837               g                          12.81
s837               h                          17.82
s837               i                          19.43
s837               j                          50.84
s838               a                           5.05
s838               b                          11.87
s838               c                          11.11
s838               d                          17.94
s838               e                          24.49
s838               f                          39.25
s838               g                          14.31
s838               h                          18.12
s838               i                          20.01
s838               j                          50.84
s839               a                           5.17
s839               b                          13.86
s839               c                          12.41
s839               d                          19.24
s839               e                          25.79
s839               f                          39.97
s839               g                          15.16
s839               h                          17.74
s839               i                          21.34
s839               j                          50.84
s840               a                           6.14
s840               b                          14.49
s840               c                          13.59
s840               d                          19.55
s840               e                          25.56
s840               f                          38.19
s840               g                          17.01
s840               h                          20.78
s840               i                          22.76
s840               j                          50.84
s841               a                           5.32
s841               b                          12.93
s841               c                          11.09
s841               d                          17.78
s841               e                          25.21
s841               f                          40.93
s841               g                          14.73
s841               h                          20.38
s841               i                          22.22
s841               j                          50.84
s842               a                           5.30
s842               b                          12.02
s842               c                          12.73
s842               d                          18.41
s842               e                          22.98
s842               f                          38.01
s842               g                          14.75
s842               h                          19.50
s842               i                          21.67
s842               j                          50.84
s843               a                           4.61
s843               b                          13.43
s843               c                          10.96
s843               d                          19.10
s843               e                          26.46
s843               f                          43.47
s843               g                          13.08
s843               h                          16.74
s843               i                          20.45
s843               j                          50.84
s844               a                           5.20
s844               b                          13.20
s844               c                          10.90
s844               d                          19.36
s844               e                          26.61
s844               f                          42.04
s844               g                          13.09
s844               h                          17.92
s844               i                          21.61
s844               j                          50.84
s845               a                           4.68
s845               b                          12.83
s845               c                          11.02
s845               d                          18.27
s845               e                          23.56
s845               f                          40.97
s845               g                          14.75
s845               h                          19.82
s845               i                          21.56
s845               j                          50.84
s846               a                           3.80
s846               b                          11.62
s846               c                          11.10
s846               d                          17.83
s846               e                          24.48
s846               f                          40.74
s846               g                          14.13
s846               h                          16.36
s846               i                          19.47
s846               j                          50.84
s847               a                           3.60
s847               b                          10.22
s847               c                          11.53
s847               d                          16.35
s847               e                          24.68
s847               f                          40.67
s847               g                          13.94
s847               h                          18.37
s847               i                          20.30
s847               j                          50.84
s848               a                           4.49
s848               b                          10.40
s848               c                          11.99
s848               d                          16.55
s848               e                          22.82
s848               f                          41.17
s848               g                          15.17
s848               h                          18.43
s848               i                          20.32
s848               j                          50.84
s849               a                           4.23
s849               b                          10.79
s849               c                          15.50
s849               d                          20.44
s849               e                          27.19
s849               f                          42.88
s849               g                          18.59
s849               h                          23.48
s849               i                          25.18
s849               j                          50.84
s850               a                           5.52
s850               b                          13.47
s850               c                          13.83
s850               d                          19.70
s850               e                          24.85
s850               f                          39.50
s850               g                          15.86
s850               h                          19.72
s850               i                          21.65
s850               j                          50.84
s851               a                           3.36
s851               b                           9.98
s851               c                          11.49
s851               d                          17.57
s851               e                          21.54
s851               f                          37.39
s851               g                          15.34
s851               h                          18.86
s851               i                          20.57
s851               j                          50.84
s852               a                           5.21
s852               b                          14.48
s852               c                          12.13
s852               d                          20.29
s852               e                          26.22
s852               f                          40.18
s852               g                          16.11
s852               h                          21.05
s852               i                          23.24
s852               j                          50.84
s853               a                           5.09
s853               b                          11.80
s853               c                          16.30
s853               d                          22.00
s853               e                          24.91
s853               f                          42.20
s853               g                          19.15
s853               h                          22.75
s853               i                          24.49
s853               j                          50.84
s854               a                           4.82
s854               b                          11.89
s854               c                          11.50
s854               d                          18.31
s854               e                          24.03
s854               f                          39.42
s854               g                          14.46
s854               h                          19.45
s854               i                          21.50
s854               j                          50.84
s855               a                           6.12
s855               b                          13.92
s855               c                          14.52
s855               d                          19.08
s855               e                          24.39
s855               f                          41.48
s855               g                          17.94
s855               h                          22.78
s855               i                          25.10
s855               j                          50.84
s856               a                           6.29
s856               b                          13.87
s856               c                          11.96
s856               d                          20.83
s856               e                          27.38
s856               f                          44.38
s856               g                          14.67
s856               h                          20.30
s856               i                          22.85
s856               j                          50.84
s857               a                           4.75
s857               b                          12.17
s857               c                          11.06
s857               d                          16.97
s857               e                          24.14
s857               f                          41.58
s857               g                          13.34
s857               h                          16.23
s857               i                          18.55
s857               j                          50.84
s858               a                           5.92
s858               b                          13.18
s858               c                          10.84
s858               d                          20.16
s858               e                          23.59
s858               f                          36.70
s858               g                          13.08
s858               h                          16.57
s858               i                          22.06
s858               j                          50.84
s859               a                           5.61
s859               b                          12.86
s859               c                          11.85
s859               d                          18.69
s859               e                          23.76
s859               f                          40.71
s859               g                          16.57
s859               h                          21.14
s859               i                          23.46
s859               j                          50.84
s860               a                           4.88
s860               b                          11.61
s860               c                          10.50
s860               d                          16.21
s860               e                          22.07
s860               f                          37.84
s860               g                          12.82
s860               h                          18.34
s860               i                          20.53
s860               j                          50.84
s861               a                           4.71
s861               b                          11.78
s861               c                          14.54
s861               d                          19.05
s861               e                          25.63
s861               f                          41.53
s861               g                          18.26
s861               h                          21.47
s861               i                          23.89
s861               j                          50.84
s862               a                           3.72
s862               b                          11.58
s862               c                          12.92
s862               d                          18.16
s862               e                          26.29
s862               f                          46.35
s862               g                          15.80
s862               h                          20.51
s862               i                          22.18
s862               j                          50.84
s863               a                           6.28
s863               b                          13.92
s863               c                          14.35
s863               d                          18.54
s863               e                          26.19
s863               f                          42.23
s863               g                          18.43
s863               h                          22.86
s863               i                          25.40
s863               j                          50.84
s864               a                           4.98
s864               b                          12.80
s864               c                          13.49
s864               d                          18.06
s864               e                          23.41
s864               f                          39.04
s864               g                          17.09
s864               h                          22.20
s864               i                          23.76
s864               j                          50.84
s865               a                           5.64
s865               b                          11.21
s865               c                          13.25
s865               d                          19.83
s865               e                          25.07
s865               f                          39.85
s865               g                          16.69
s865               h                          21.95
s865               i                          23.86
s865               j                          50.84
s866               a                           4.44
s866               b                          12.51
s866               c                          13.32
s866               d                          19.90
s866               e                          25.92
s866               f                          40.94
s866               g                          16.01
s866               h                          18.69
s866               i                          22.17
s866               j                          50.84
s867               a                           5.94
s867               b                          13.12
s867               c                          11.29
s867               d                          18.14
s867               e                          25.92
s867               f                          41.68
s867               g                          14.40
s867               h                          20.36
s867               i                          22.30
s867               j                          50.84
s868               a                           5.91
s868               b                          12.95
s868               c                          12.08
s868               d                          17.13
s868               e                          25.19
s868               f                          38.99
s868               g                          16.33
s868               h                          21.95
s868               i                          24.25
s868               j                          50.84
s869               a                           4.54
s869               b                          13.42
s869               c                          12.14
s869               d                          18.55
s869               e                          23.46
s869               f                          37.36
s869               g                          14.21
s869               h                          17.84
s869               i                          20.00
s869               j                          50.84
s870               a                           3.52
s870               b                          11.57
s870               c                          11.75
s870               d                          17.41
s870               e                          22.95
s870               f                          36.53
s870               g                          14.73
s870               h                          19.54
s870               i                          21.81
s870               j                          50.84
s871               a                           5.72
s871               b                          12.85
s871               c                          10.34
s871               d                          18.80
s871               e                          23.26
s871               f                          40.28
s871               g                          14.36
s871               h                          19.70
s871               i                          21.50
s871               j                          50.84
s872               a                           3.68
s872               b                          12.10
s872               c                          15.89
s872               d                          22.02
s872               e                          26.34
s872               f                          42.57
s872               g                          18.80
s872               h                          23.54
s872               i                          25.68
s872               j                          50.84
s873               a                           3.15
s873               b                           9.86
s873               c                          13.33
s873               d                          17.49
s873               e                          27.29
s873               f                          42.78
s873               g                          16.46
s873               h                          19.92
s873               i                          21.46
s873               j                          50.84
s874               a                           4.79
s874               b                          11.23
s874               c                          10.99
s874               d                          16.31
s874               e                          21.58
s874               f                          39.82
s874               g                          14.46
s874               h                          16.94
s874               i                          18.72
s874               j                          50.84
s875               a                           4.00
s875               b                          12.21
s875               c                          13.70
s875               d                          19.56
s875               e                          27.81
s875               f                          44.02
s875               g                          17.04
s875               h                          20.35
s875               i                          22.97
s875               j                          50.84
s876               a                           4.56
s876               b                          11.75
s876               c                          11.34
s876               d                          16.71
s876               e                          23.62
s876               f                          39.48
s876               g                          14.04
s876               h                          17.92
s876               i                          20.22
s876               j                          50.84
s877               a                           3.84
s877               b                          12.27
s877               c                          13.28
s877               d                          19.87
s877               e                          25.21
s877               f                          39.67
s877               g                          17.35
s877               h                          20.82
s877               i                          22.87
s877               j                          50.84
